LabID,SiteLabel,SiteDescr,Site,Date,SampleType,Q_cfs,ROSS Turbidity,ROSS Time (MST),ROSS Field_DO_mgL,ROSS Field_Cond_µS/cm,ROSS Field_Temp_C,Turbidity,TSS,ChlA,DOC,DTN,pH,ANC,SC,Na,NH4,K,Mg,Ca,F,Cl,NO3,PO4,SO4
FCW 2191,JOEI,JOEI_061523,Joe Wright Inlet,15-Jun-23,NORM,,,,,,,2.42,2.2,0.29,3.5,0.23,6.86,392.99,45.81,1.33,0.03,0.38,1.3,5.88,0.05,0.38,0.24,0,2.73
FCW 2192,JOER,JOER_061523,Joe Wright Reservoir,15-Jun-23,NORM,,,,,,,4.46,1.1,1.5,3.76,0.32,6.81,380.87,48.88,1.46,0.05,0.46,1.3,7.09,0.04,0.86,0.31,0,2.34
FCW 2195,CBRI,CBRI_061523,Chambers Inlet,15-Jun-23,NORM,,,,,,,2.33,1.44,2.61,3.87,0.4,6.78,310.02,41.8,1.49,0.04,0.54,1.08,5.47,0.03,0.64,1.18,0,1.82
FCW 2196,SAWM,SAWM_061523,Sawmill,15-Jun-23,NORM,,,,,,,1.39,1.7,,3.58,0.43,6.75,223.85,31.81,0.8,0.04,0.41,0.92,4.77,0.03,0.4,0.51,0,1.53
FCW 2197,BMD,BMD_061523,Barnes Meadow Outflow,15-Jun-23,NORM,,,,,,,2.05,1.3,3.46,6.98,0.79,6.73,418.84,63.95,2.05,0.09,0.97,1.43,9.23,0.03,1.52,0.7,0,3.95
FCW 2198,BRNR,BRNR_061523,Barnes Meadow Reservoir,15-Jun-23,NORM,,,,,,,3.79,2.36,3.81,7.13,0.42,6.81,426.61,59.9,2.08,0.06,0.94,1.28,8.5,0.04,1.25,0.28,0,3.44
FCW 2199,CBRR,CBRR_061523,Chambers Reservoir,15-Jun-23,NORM,,,,,,,2.6,1.11,5.13,4.14,0.61,6.88,364.16,45.07,1.46,0.05,0.6,1.06,6.62,0.03,0.66,1.03,0,1.82
FCW 2200,CHD,CHD_061523,Chambers Outflow,15-Jun-23,NORM,,,,,,,3.01,0.41,4.01,3.97,0.51,6.9,333.64,45.1,1.58,0.07,0.66,1.1,6.65,0.03,0.65,1.09,0,1.87
FCW 2204,COMI,COMI_061623,Comanche Inflow,16-Jun-23,NORM,,,,,,,1.96,2.86,0.7,4.97,0.65,6.79,184.96,24.15,1.2,0.03,0.27,0.59,2.91,0.01,0.25,1.13,0.23,1.34
FCW 2205,COMI,COMI_061623,Comanche Inflow,16-Jun-23,DUPLICATE,,,,,,,2.23,4.41,0.89,4.85,0.59,6.77,179.7,23.68,1.22,0.03,0.25,0.55,2.88,0.01,0.25,1.09,0.19,1.31
FCW 2206,COMR,COMR_061623,Comanche Reservoir,16-Jun-23,NORM,,,,,,,0.89,2.25,5.28,5.92,0.8,6.71,183.01,27.4,1.43,0.06,0.4,0.69,2.97,0.04,0.43,1.98,0,2.02
FCW 2207,HORI,HORI_061623,Hourglass Inflow,16-Jun-23,NORM,,,,,,,0.87,2,0.46,4.48,0.41,6.89,84.32,17.37,1.02,0.04,0.25,0.46,2.23,0.05,0.21,0.7,0,1.17
FCW 2208,COMO,COMO_061623,Comanche Outflow,16-Jun-23,NORM,,,,,,,1.32,1.3,3.07,5.43,0.86,6.87,161.23,27.09,1.39,0.05,0.34,0.78,2.79,0.04,0.53,2.41,0,1.68
FCW 2209,HORR,HORR_061623,Hourglass Reservoir,16-Jun-23,NORM,,,,,,,5.03,5.33,,5.93,0.81,6.86,162.38,30.41,1.35,0.06,0.41,0.88,3.78,0.04,0.55,1.81,0,1.93
FCW 2210,HORO,HORO_061623,Hourglass Outflow,16-Jun-23,NORM,,,,,,,2.48,4.36,2.4,5.06,0.82,6.79,175.39,29.97,1.43,0.1,0.41,0.83,3.52,0.04,0.54,2.33,0,1.81
FCW 2211,BEAV,BEAV_061623,Beaver,16-Jun-23,NORM,,,,,,,3.74,6.36,3.09,5.65,0.71,6.84,142.77,27.98,1.42,0.05,0.34,0.81,3.48,0.04,0.51,1.73,0,1.73
FCW 2212,BEAV,BEAV_061623,Beaver,16-Jun-23,BLANK,,,,,,,0.01,0.01,0,0.03,0.02,5.52,8.77,1.94,0.01,0.02,0.02,0.01,0.04,0.01,0.01,0,0,0.01
FCW 2213,SFM,SFM_061623,Poudre South Fork,16-Jun-23,NORM,,,,,,,5.59,10.77,1.26,6.03,0.52,6.74,193.7,29.97,1.72,0.06,0.32,0.87,3.06,0.12,0.57,1.09,0,2.26
FCW 2215,SAWM,SAWM_062223,Sawmill,22-Jun-23,NORM,,,,,,,5.51,5,,2.73,0.33,6.77,233.24,31.64,0.74,0.03,0.34,0.89,4.81,0.03,0.29,0.75,0,1.91
FCW 2216,JWC,JWC_062223,JWC-Joe Wright @ Aspen Glen Campground,22-Jun-23,NORM,,,,,,,4.35,2.64,2.58,3.97,0.48,6.8,297.91,41.42,1.37,0.06,0.48,1.21,5.58,0.04,0.65,1.17,0,2.17
FCW 2217,PJW,PJW_062223,Poudre Above Joe Wright,22-Jun-23,NORM,,,,,,,5.65,2.16,0.99,5.55,0.63,6.78,249.7,29.45,1.06,0.04,0.29,0.72,3.84,0.03,0.32,0.66,0,1.72
FCW 2218,PFAL,PFAL_062223,Poudre below Poudre Falls,22-Jun-23,NORM,,,,,,,6.57,3.15,1.69,4.93,0.39,6.77,224.7,33.44,1.52,0.07,0.53,0.93,4.23,0.02,0.58,0.86,0,1.92
FCW 2222,PBR,PBR_062223,Poudre Below Rustic,22-Jun-23,NORM,,,,,,,8.45,7.68,1.43,4.76,0.55,6.81,246.9,38.37,1.67,0.05,0.47,1.2,5.11,0.05,0.68,0.9,0,2.36
FCW 2223,PSF,PSF_062223,Poudre Below S. Fork,22-Jun-23,NORM,,,,,,,11.7,14.47,1.61,4.91,0.42,6.79,346.03,41.7,2.09,0.05,0.4,1.2,4.51,0.09,0.65,0.89,0,2.45
FCW 2224,PNF,PNF_062223,Poudre Above North Fork,22-Jun-23,NORM,,,,,,,15.65,19.9,1.05,5.01,0.44,6.8,368.08,45.92,1.91,0.04,0.42,1.37,5.32,0.02,0.85,0.85,0,2.62
FCW 2225,PBD,PBD_062223,Poudre at Bellvue Diversion,22-Jun-23,NORM,,,,,,,15.74,18.3,2.01,5.69,0.4,6.82,494.07,61.87,2.45,0.05,0.47,1.76,7.65,0.05,1.19,0.68,0,2.91
FCW 2229,BEAV,BEAV_062323,Beaver,23-Jun-23,NORM,,,,,,,7.06,3.33,,5.38,0.69,6.84,145.59,26.51,1.44,0.05,0.39,0.76,3.32,0.05,0.36,0.81,0,1.79
FCW 2237,SAWM,SAWM_062823,Sawmill,28-Jun-23,NORM,,,,,,,5.08,4.19,,2.2,0.33,6.62,282.01,33.41,0.75,0.03,0.39,0.9,4.6,0.01,0.1,0.39,0,2.38
FCW 2242,SAWM,SAWM_070723,Sawmill,7-Jul-23,NORM,,,,,,,0.43,2.73,,1.88,0.27,6.74,318.25,33.16,0.82,0.03,0.36,0.9,4.64,0.03,0.07,0.58,0,1.84
FCW 2247,SAWM,SAWM_071023,Sawmill,10-Jul-23,NORM,,,,,,,0.84,1.57,,1.4,0.26,6.88,301.28,34.11,0.76,0.03,0.31,0.85,4.77,0.04,0.08,0.56,0,1.88
FCW 2248,JWC,JWC_071023,JWC-Joe Wright @ Aspen Glen Campground,10-Jul-23,NORM,,,,,,,4.04,3.89,3.98,2.9,0.38,6.88,360.51,42.31,1.32,0.05,0.55,1,5.68,0.04,0.54,0.5,0,2.1
FCW 2249,PJW,PJW_071023,Poudre Above Joe Wright,10-Jul-23,NORM,,,,,,,3.21,2.22,1.36,4.2,0.31,6.88,244,31.21,1.12,0.04,0.34,0.77,4.08,0.02,0.14,0.45,0,2.56
FCW 2250,PFAL,PFAL_071023,Poudre below Poudre Falls,10-Jul-23,NORM,,,,,,,3.09,2.5,2.13,3.89,0.28,6.71,244,32.11,1.2,0.06,0.41,0.87,4.59,0.06,0.26,0.46,0,2.4
FCW 2254,PBR,PBR_071023,Poudre Below Rustic,10-Jul-23,NORM,,,,,,,6.33,4.85,1.61,4.41,0.4,7,283.66,39.77,1.49,0.04,0.48,1.19,5.55,0.05,0.5,0.46,0,2.58
FCW 2255,PSF,PSF_071023,Poudre Below S. Fork,10-Jul-23,NORM,,,,,,,1.91,8.33,1.33,4.21,0.39,6.79,365.41,43.67,1.66,0.04,0.48,1.19,5.41,0.06,0.56,0.48,0,2.52
FCW 2256,PNF,PNF_071023,Poudre Above North Fork,10-Jul-23,NORM,,,,,,,5.97,11,1.15,3.89,0.39,6.88,378.56,45.69,1.83,0.06,0.5,1.29,5.72,0.06,0.31,0.42,0,2.64
FCW 2257,PBD,PBD_071023,Poudre at Bellvue Diversion,10-Jul-23,NORM,,,,,,,6.8,16.79,1.77,5.2,0.38,6.77,502.22,59.88,2.37,0.07,0.54,1.62,7.57,0.08,0.69,0.33,0,2.79
FCW 2258,LNGR,LNGR_071123,Long Draw Reservoir,11-Jul-23,NORM,,,,,,,6.63,12.1,2.43,3.22,0.28,6.88,264.33,36.56,1,0.04,0.41,0.85,4.94,0.18,0.16,0.43,0,3.89
FCW 2259,LNGO,LNGO_071123,Long Draw Outlet,11-Jul-23,NORM,,,,,,,0.97,1.31,1.68,4.22,0.27,6.76,244,36.51,0.93,0.04,0.4,0.85,5.19,0.19,0.14,0.48,0,4.28
FCW 2260,PTRR,PTRR_071123,Peterson Reservoir,11-Jul-23,NORM,,,,,,,8.84,5.86,1.51,3.43,0.24,6.88,270.33,31.1,1.28,0.04,0.8,0.61,3.85,0.04,0.34,0.34,0,1.47
FCW 2261,PTRO,PTRO_071123,Peterson Outlet,11-Jul-23,NORM,,,,,,,8.04,3.1,2.82,3.21,0.21,6.88,277.65,31.21,1.35,0.03,0.88,0.59,4.04,0.04,0.34,0.36,0,1.54
FCW 2262,JOEI,JOEI_071123,Joe Wright Inlet,11-Jul-23,NORM,,,,,,,0.75,2.12,0.88,2.78,0.13,6.99,410.23,52.34,1.39,0.03,0.33,1.46,6.98,0.07,0.32,0.32,0,4.96
FCW 2263,JOER,JOER_071123,Joe Wright Reservoir,11-Jul-23,NORM,,,,,,,1.84,3.6,2.36,3,0.16,6.82,397.67,47.55,1.36,0.03,0.45,1.25,6.08,0.06,0.67,0.25,0,2.73
FCW 2264,JOER,JOER_071123,Joe Wright Reservoir,11-Jul-23,DUPLICATE,,,,,,,,,,3,0.18,6.84,387.7,46,1.37,0.04,0.45,1.26,5.96,0.05,0.67,0.25,0,2.7
FCW 2265,CBRI,CBRI_071123,Chambers Inlet,11-Jul-23,NORM,,,,,,,2.99,1.99,1.01,3.21,0.3,6.78,378.44,44.6,1.47,0.03,0.52,1.16,5.97,0.05,0.58,0.39,0,2.35
FCW 2266,CBRI,CBRI_071123,Chambers Inlet,11-Jul-23,BLANK,,,,,,,,,,0.03,0.01,5.63,3.44,1.08,0.02,0,0.02,0.01,0.02,0.01,0,0,0,0.01
FCW 2267,BMD,BMD_071123,Barnes Meadow Outflow,11-Jul-23,NORM,,,,,,,5.22,4.12,3.97,7.23,0.62,6.88,493.23,66.59,2.06,0.2,1.05,1.29,9.1,0.04,1.58,0.93,0,4.9
FCW 2268,BRNR,BRNR_071123,Barnes Meadow Reservoir,11-Jul-23,NORM,,,,,,,4.23,2.55,5.57,6.54,0.22,6.99,476.89,64.99,2.04,0.04,0.97,1.29,9.17,0.02,1.36,0.13,0,4.38
FCW 2269,CBRR,CBRR_071123,Chambers Reservoir,11-Jul-23,NORM,,,,,,,4.5,3,3.71,3.79,0.48,6.78,351.3,40.55,1.2,0.04,0.5,0.95,5.55,0.04,0.44,0.2,0,2.03
FCW 2270,CHD,CHD_071123,Chambers Outflow,11-Jul-23,NORM,,,,,,,1.76,1.35,,3.11,0.51,6.88,451.99,60.22,2.72,0.09,0.97,1.7,7.04,0.05,0.8,1.78,0,4.17
FCW 2272,BEAV,BEAV_072023,Beaver,20-Jul-23,NORM,,,,,,,6.16,,,3.68,0.31,6.86,249.34,31.21,1.68,0.04,0.42,0.79,3.86,0.04,0.35,0.56,0.24,1.43
FCW 2275,SFM,SFM_072023,Poudre South Fork,20-Jul-23,NORM,,,,,,,3.08,4.1,,4.22,0.37,6.79,232.33,34.03,1.98,0.05,0.3,1.06,4.04,0.17,0.37,0.41,0,1.68
FCW 2282,COMO,COMO_072123,Comanche Outflow,21-Jul-23,NORM,,,,,,,6.3,5.1,2.63,3.89,0.44,6.77,158.68,21.64,1.46,0.07,0.24,0.57,2.47,0.04,0.25,0.56,0,0.83
FCW 2283,HORR,HORR_072123,Hourglass Reservoir,21-Jul-23,NORM,,,,,,,5.11,4.9,6.27,5.07,0.47,6.82,148.49,23.86,1.29,0.04,0.4,0.71,3.28,0.04,0.38,0.78,0,1.07
FCW 2284,HORO,HORO_072123,Hourglass Outflow,21-Jul-23,NORM,,,,,,,5.64,5.1,0.73,3.58,0.53,6.88,197.67,28,1.46,0.1,0.44,0.71,3.06,0.03,0.4,1.44,0,1.21
FCW 2285,BEAV,BEAV_072123,Beaver ,21-Jul-23,NORM,,,,,,,6.06,6,5.96,3.64,0.24,6.8,267.55,29.55,1.6,0.05,0.34,0.74,3.06,0.05,0.44,0.5,0,0.99
FCW 2286,SFM,SFM_072123,Poudre South Fork ,21-Jul-23,NORM,,,,,,,4.43,4.81,2.5,3.89,0.36,6.77,261.28,31,1.76,0.05,0.29,0.85,3.28,0.11,0.36,0.39,0,1.42
FCW 2287,SAWM,SAWM_072423,Sawmill,24-Jul-23,NORM,,,,,,,1.02,1.09,,1.23,0.25,6.89,340.55,37.11,0.85,0.03,0.44,0.92,5.28,0.03,0.08,0.5,0,1.48
FCW 2374,SAWM,SAWM_080223,Sawmill,2-Aug-23,NORM,,,,,,,0.66,0.91,,1.346,0.1622,6.89,389.43,45.6,0.91,0.03,0.44,1.17,7.42,0.03,0.12,0.49,0,1.65
FCW 2375,JWC,JWC_080223,JWC-Joe Wright @ Aspen Glen Campground,2-Aug-23,NORM,,,,,,,3.44,3.4,2.82,2.87,0.35,6.82,396.63,50.46,1.79,0.09,0.51,1.24,8.07,0.03,0.56,0.27,0,1.92
FCW 2376,PJW,PJW_080223,Poudre Above Joe Wright,2-Aug-23,NORM,,,,,,,3.04,4.04,0.87,2.75,0.23,6.84,326.7,50.22,1.36,0.06,0.36,1.25,7.75,0.03,0.17,0.57,0,5.34
FCW 2377,PFAL,PFAL_080223,Poudre below Poudre Falls,2-Aug-23,NORM,,,,,,,3.75,2.31,1.59,2.69,0.25,6.76,285.27,48.79,1.45,0.05,0.4,1.23,7.91,0.06,0.28,0.58,0,4.44
FCW 2381,PBR,PBR_080223,Poudre Below Rustic,2-Aug-23,NORM,,,,,,,26.24,29.44,1.12,2.65,0.17,6.93,421.11,58.5,1.78,0.03,0.5,1.53,8.81,0.04,0.59,0.49,0,3.98
FCW 2382,PSF,PSF_080223,Poudre Below S. Fork,2-Aug-23,NORM,,,,,,,21.64,30.75,1.31,2.87,0.24,6.85,424.29,56.52,1.89,0.06,0.47,1.49,8.15,0.03,0.61,0.47,0,3.53
FCW 2383,PNF,PNF_080223,Poudre Above North Fork,2-Aug-23,NORM,,,,,,,43.22,54.5,1.45,3.05,0.23,6.83,443.65,60.46,2.14,0.07,0.51,1.67,8.84,0.03,1.12,0.44,0,3.49
FCW 2384,PBD,PBD_080223,Poudre at Bellvue Diversion,2-Aug-23,NORM,,,,,,,44.29,50.4,1.27,3.77,0.39,6.89,587.5,78.18,2.67,0.03,0.54,2.04,11.13,0.07,2.02,0.3,0,3.51
FCW 2385,BEAV,BEAV_080223,Beaver ,2-Aug-23,NORM,,,,,,,5.67,3.08,,3.89,0.37,6.82,262.44,33.29,2.25,0.04,0.37,0.84,4.15,0.03,0.37,0.59,0,1.26
FCW 2388,SFM,SFM_080223,Poudre South Fork,2-Aug-23,NORM,,,,,,,4.68,4.07,,3.83,0.34,6.88,344.55,42.63,1.78,0.07,0.27,1.12,4.98,0.05,1.01,1.13,0,1.99
FCW 2394,LNGR,LNGR_080423,Long Draw Reservoir,4-Aug-23,NORM,,,,,,,1.77,2.43,1.29,3.47,0.19,7,298.98,46.62,0.96,0.03,0.36,1.16,7.6,0.2,0.16,0.5,0,4.57
FCW 2395,LNGO,LNGO_080423,Long Draw Outlet,4-Aug-23,NORM,,,,,,,1.14,1.51,1.08,2.58,0.31,6.64,388.45,62.13,0.96,0.05,0.34,1.49,9.98,0.22,0.14,0.66,0,7.53
FCW 2396,LNGO,LNGO_080423,Long Draw Outlet,4-Aug-23,BLANK,,,,,,,0.03,0.03,0,0.04,0.01,5.67,3.79,1.09,0.01,0.01,0,0.01,0.03,0,0.03,0,0,0.02
FCW 2397,PTRR,PTRR_080423,Peterson Reservoir,4-Aug-23,NORM,,,,,,,2.47,2.36,0.75,7.29,0.41,6.67,280.57,33.34,1.82,0.06,0.78,0.63,4.22,0.04,0.4,0.28,0,1.37
FCW 2398,PTRO,PTRO_080423,Peterson Outlet,4-Aug-23,NORM,,,,,,,2.7,2.31,0.48,7.43,0.39,6.63,309.07,36.64,1.89,0.03,0.84,0.62,4.97,0.02,0.41,0.29,0,1.42
FCW 2399,JOEI,JOEI_080423,Joe Wright Inlet,4-Aug-23,NORM,,,,,,,2.38,2.45,0.68,1.43,0.25,6.73,518.29,70.86,1.62,0.06,0.27,1.78,11.4,0.05,0.37,0.31,0,5.71
FCW 2400,JOER,JOER_080423,Joe Wright Reservoir,4-Aug-23,NORM,,,,,,,3.43,3.18,,2.95,0.21,6.75,454.82,58.36,1.82,0.02,0.43,1.56,8.64,0.05,0.65,0.15,0,3.46
FCW 2401,CBRI,CBRI_080423,Chambers Inlet,4-Aug-23,NORM,,,,,,,3.99,4.1,0.72,3.32,0.36,6.85,463.22,56.42,1.99,0.07,0.59,1.42,8.42,0.04,0.86,0.3,0,2.15
FCW 2402,BMD,BMD_080423,Barnes Meadow Outflow,4-Aug-23,NORM,,,,,,,8.64,7.88,5.04,6.95,0.52,6.76,521.44,78.08,2.4,0.18,0.85,1.47,12.67,0.03,1.4,0.47,0,4.58
FCW 2403,BRNR,BRNR_080423,Barnes Meadow Reservoir,4-Aug-23,NORM,,,,,,,16.59,15.34,9.5,7.16,0.38,6.91,639.63,82.78,2.21,0.1,0.99,1.52,13.19,0.03,1.48,0.04,0,4.47
FCW 2404,CBRR,CBRR_080423,Chambers Reservoir,4-Aug-23,NORM,,,,,,,7.51,6.88,2.63,2.69,0.22,6.76,369.17,47.13,1.52,0.05,0.47,1.06,7.39,0.05,0.46,0.05,0,2.51
FCW 2405,CBRR,CBRR_080423,Chambers Reservoir,4-Aug-23,DUPLICATE,,,,,,,7.35,7.02,2.61,2.63,0.12,6.77,372.19,46.68,1.5,0.05,0.47,1.06,7.1,0.06,0.45,0.04,0,2.45
FCW 2406,CHD,CHD_080423,Chambers Outflow,4-Aug-23,NORM,,,,,,,7.81,6.09,2.53,2.64,0.22,6.8,426.71,48.91,1.54,0.05,0.49,1.16,7.29,0.03,0.49,0.24,0,2.38
FCW 2407,BEAV,BEAV_080823,Beaver,8-Aug-23,NORM,,,,,,,5.64,4.72,,3.98,0.32,6.8,275.71,33.87,1.99,0.04,0.35,0.83,3.57,0.03,0.54,0.79,0,1.59
FCW 2409,SFM,SFM_080823,Poudre South Fork,8-Aug-23,NORM,,,,,,,3.21,3,,9.34,1.04,6.93,299.31,35.12,1.72,0.07,0.32,1.03,4.08,0.04,0.58,0.16,0,2.21
FCW 2413,SAWM,SAWM_080823,Sawmill,8-Aug-23,NORM,,,,,,,1.09,0.89,,1.23,0.31,6.92,390.22,47,0.9,0.02,0.41,1.31,6.52,0.03,0.18,1.09,0,2.45
FCW 2440,COMI,COMI_081123,Comanche Inflow,11-Aug-23,NORM,,,,,,,0.51,0.87,0.38,2.33,0.35,6.69,196.65,25.24,1.55,0.02,0.16,0.62,2.72,0.02,0.21,0.93,0,1.35
FCW 2441,COMR,COMR_081123,Comanche Reservoir,11-Aug-23,NORM,,,,,,,2.66,2.31,3.39,4.33,0.28,6.8,221.59,26.91,1.39,0.04,0.29,0.69,3.12,0.02,0.38,0.62,0,1.42
FCW 2442,HORI,HORI_081123,Hourglass Inflow,11-Aug-23,NORM,,,,,,,0.39,0.27,0.43,1.69,0.15,6.73,158.71,19.27,1.17,0.02,0.16,0.5,2.04,0.03,0.19,0.36,0,1.28
FCW 2443,COMO,COMO_081123,Comanche Outflow,11-Aug-23,NORM,,,,,,,0.97,0.88,3.32,4.2,0.35,6.7,247.34,29.07,1.42,0.04,0.3,0.71,3.11,0.02,0.39,0.59,0,1.42
FCW 2444,HORR,HORR_081123,Hourglass Reservoir,11-Aug-23,NORM,,,,,,,4.63,5.39,7.68,4.5,0.26,6.76,194.73,26.5,1.24,0.03,0.33,0.75,3.26,0.02,0.49,0.13,0,1.89
FCW 2445,HORO,HORO_081123,Hourglass Outflow,11-Aug-23,NORM,,,,,,,3.02,3.87,8.63,4.02,0.3,6.66,208.95,28.26,1.25,0.09,0.31,0.72,3.25,0.01,0.45,0.71,0,1.53
FCW 2446,HORO,HORO_081123,Hourglass Outflow,11-Aug-23,BLANK,,,,,,,0.07,0.13,0.02,0.32,0.01,5.56,4.02,1.47,0.03,0.01,0,0.01,0.05,0,0.02,0,0,0.03
FCW 2447,BEAV,BEAV_081123,Beaver,11-Aug-23,NORM,,,,,,,3.79,5.3,4.52,3.99,0.28,6.77,240.71,29.03,1.44,0.03,0.31,0.65,3.04,0.04,0.72,0.69,0,2.04
FCW 2448,SFM,SFM_081123,Poudre South Fork,11-Aug-23,NORM,,,,,,,4.21,3.43,2.47,3.86,0.35,6.72,324.33,35.6,1.69,0.03,0.3,0.84,3.59,0.07,0.53,0.01,0,2.74
FCW 2450,JWC,JWC_081523,JWC-Joe Wright @ Aspen Glen Campground,15-Aug-23,NORM,,,,,,,4.44,3.91,2.23,2.92,0.23,6.71,339.14,42.43,1.36,0.1,0.46,1.15,5.36,0.02,0.66,0.1,0,3.34
FCW 2451,PJW,PJW_081523,Poudre Above Joe Wright,15-Aug-23,NORM,,,,,,,1.21,1.19,0.53,2.6,0.23,6.7,317.67,50.14,1.1,0.03,0.31,1.21,6.59,0.01,0.16,0.64,0,7.09
FCW 2452,PFAL,PFAL_081523,Poudre below Poudre Falls,15-Aug-23,NORM,,,,,,,2.26,2.36,0.84,2.61,0.48,6.8,286.21,48.97,1.15,0.04,0.35,1.21,6.83,0.01,0.29,0.76,0,6.02
FCW 2453,PBR,PBR_081523,Poudre Below Rustic,15-Aug-23,NORM,,,,,,,5.4,4.99,0.61,2.4,0.23,6.87,353.68,54.79,1.57,0.03,0.43,1.4,7.31,0.01,0.61,0.59,0,5.38
FCW 2454,BEAV,BEAV_081623,Beaver,16-Aug-23,NORM,,,,,,,3.84,4.26,4.67,4.01,0.33,6.8,251.48,32.22,1.49,0.02,0.31,0.79,3.84,0.04,0.83,1.04,0,1.91
FCW 2456,SFM,SFM_081623,Poudre South Fork,16-Aug-23,NORM,,,,,,,4.03,3.19,3,3.64,0.23,6.72,316.12,36.88,1.74,0.02,0.3,1,4.24,0.04,0.48,0.08,0,2.31
FCW 2457,PSF,PSF_081623,Poudre Below S. Fork,16-Aug-23,NORM,,,,,,,13.05,10.82,0.93,2.99,0.25,6.87,419.68,55.22,1.7,0.12,0.43,1.43,6.63,0.01,0.66,0.74,0,4.85
FCW 2458,PSF,PSF_081623,Poudre Below S. Fork,16-Aug-23,DUPLICATE,,,,,,,13.64,10.37,1.47,2.73,0.28,6.88,425.36,54.65,1.69,0.13,0.42,1.44,6.86,0.03,0.66,0.78,0,4.82
FCW 2459,PNF,PNF_081623,Poudre Above North Fork,16-Aug-23,NORM,,,,,,,7.3,7,1.13,2.98,0.46,6.88,366.86,53.55,1.85,0.06,0.44,1.52,7.07,0.01,1.06,0.58,0,4.77
FCW 2460,PBD,PBD_081623,Poudre at Bellvue Diversion,16-Aug-23,NORM,,,,,,,10.89,10.18,0.87,2.96,0.12,6.82,510.97,59.69,1.98,0.01,0.45,1.57,7.45,0.01,1.3,0.35,0,4.67
FCW 2470,BEAV,BEAV_083123,Beaver ,31-Aug-23,NORM,,,,,,,4.23,3.21,,3.81,0.18,7.09,212.18,25.56,1.56,0.02,0.52,0.69,3,0.06,0.31,0.06,0,1.11
FCW 2479,LNGR,LNGR_090523,Long Draw Reservoir,5-Sep-23,NORM,,,,,,,0.61,1.22,1.08,2.6,0.18,7.03,262.07,49.37,0.98,0.01,0.55,1.14,6.98,0.12,0.16,0.36,0,8.74
FCW 2480,LNGO,LNGO_090523,Long Draw Outlet,5-Sep-23,NORM,,,,,,,2.62,3.08,1.13,2.52,0.2,7.09,269.93,50.56,0.97,0.01,0.54,1.1,7.25,0.12,0.14,0.34,0,8.77
FCW 2481,PTRR,PTRR_090523,Peterson Reservoir,5-Sep-23,NORM,,,,,,,3.81,3.78,0.81,6.82,0.41,6.95,259.34,31.32,1.34,0.03,0.89,0.59,3.93,0.04,0.4,0.44,0,1.65
FCW 2482,PTRO,PTRO_090523,Peterson Outlet,5-Sep-23,NORM,,,,,,,4.34,2.04,0.95,7.03,0.45,7.04,245.27,31.05,1.37,0.03,1.01,0.54,3.88,0.04,0.4,0.48,0,1.67
FCW 2483,JOEI,JOEI_090523,Joe Wright Inlet,5-Sep-23,NORM,,,,,,,4.21,3.88,0.22,0.94,0.17,7.28,447.17,63.51,1.58,0,0.5,1.39,8.47,0.02,0.41,0.66,0,7.96
FCW 2484,JOER,JOER_090523,Joe Wright Reservoir,5-Sep-23,NORM,,,,,,,3.88,3.51,1.75,2.77,0.15,7.16,465.53,56.8,1.51,0,0.41,1.47,7.7,0.03,0.62,0.04,0,3.99
FCW 2485,CBRI,CBRI_090523,Chambers Inlet,5-Sep-23,NORM,,,,,,,2.1,1.99,0.41,2.74,0.22,7.27,466.38,51.84,1.74,0.01,0.74,1.12,6.36,0.13,0.76,0.49,0,2.72
FCW 2486,CBRI,CBRI_090523,Chambers Inlet,5-Sep-23,DUPLICATE,,,,,,,,,0.44,2.64,0.22,7.27,458.73,51.41,1.74,0.02,0.7,1.01,6.2,0.13,0.73,0.48,0,2.71
FCW 2487,BMD,BMD_090523,Barnes Meadow Outflow,5-Sep-23,NORM,,,,,,,,,0.42,6.93,0.46,7.03,655.58,70.64,1.96,0.33,1.15,1.1,8.71,0.03,1.37,0.25,0,3.88
FCW 2488,BRNR,BRNR_090523,Barnes Meadow Reservoir,5-Sep-23,NORM,,,,,,,,,9.45,7.66,0.46,7.31,456.26,62.31,2.11,0.05,1.11,1.12,8.65,0.03,1.3,0.03,0,4.62
FCW 2489,CBRR,CBRR_090523,Chambers Reservoir,5-Sep-23,NORM,,,,,,,1.98,1.98,0.65,2.64,0.18,7.14,333.65,42.58,1.35,0.03,0.71,0.85,5.93,0.03,0.49,0.04,0,2.61
FCW 2490,CHD,CHD_090523,Chambers Outflow,5-Sep-23,NORM,,,,,,,1.99,2.09,1.05,2.36,0.31,7.39,360.45,41.71,1.27,0.04,0.68,0.8,5.26,0.03,0.47,0.01,0,2.41
FCW 2491,COMI,COMI_090623,Comanche Inflow,6-Sep-23,NORM,,,,,,,0.83,0.56,0.3,2.13,0.39,7.02,238.51,26.5,1.57,0.01,0.33,0.48,2.91,0.04,0.23,0.8,0,1.11
FCW 2492,COMR,COMR_090623,Comanche Reservoir,6-Sep-23,NORM,,,,,,,10.99,7.69,2.44,3.01,0.35,7.03,247.11,30.59,1.76,0.06,0.47,0.65,3.62,0.04,0.32,0.49,0,1.23
FCW 2493,HORI,HORI_090623,Hourglass Inflow,6-Sep-23,NORM,,,,,,,0.77,1.3,0.35,1.59,0.26,6.76,130.85,19.2,1.26,0.01,0.31,0.41,2.21,0.04,0.17,0.67,0,1.15
